PAP Ref, LAND RATE (PER ACRE) 
IK0985," 15,000,000 "
IK0986," 15,000,000 "
IK0987," 15,000,000 "
IK0988," 15,000,000 "
IK0989," 15,000,000 "
IK0990," 15,000,000 "
IK0991," 15,000,000 "
IK0992," 15,000,000 "
IK0993," 15,000,000 "
IK0994," 15,000,000 "
IK0995," 15,000,000 "
IK0996," 15,000,000 "
IK0997," 15,000,000 "
IK0998," 15,000,000 "
IK0999," 15,000,000 "
IK1000," 15,000,000 "
IK1001," 15,000,000 "
IK1002," 15,000,000 "
IK1003," 15,000,000 "
IK1004," 15,000,000 "
IK1005," 15,000,000 "
IK1006," 15,000,000 "
IK1007," 15,000,000 "
IK1008," 15,000,000 "
IK1009," 15,000,000 "
IK1010," 15,000,000 "
IK1011," 15,000,000 "
IK1012," 15,000,000 "
IK1013," 15,000,000 "
IK1014," 15,000,000 "
IK1015," 15,000,000 "
IK1016," 15,000,000 "
IK1017," 15,000,000 "
IK1018," 15,000,000 "
IK1019," 15,000,000 "
IK1020," 15,000,000 "
IK1021," 15,000,000 "
IK1022," 15,000,000 "
IK1023," 15,000,000 "
IK1024," 15,000,000 "
IK1025," 15,000,000 "
IK1026," 15,000,000 "
IK1027," 15,000,000 "
IK1028," 15,000,000 "
IK1029," 15,000,000 "
IK1030," 15,000,000 "
IK1031," 15,000,000 "
IK1032," 15,000,000 "
IK1033," 15,000,000 "
IK1034," 15,000,000 "
IK1035," 15,000,000 "
IK1036," 15,000,000 "
IK1037," 15,000,000 "
IK1038," 15,000,000 "
IK1039," 15,000,000 "
IK1040," 15,000,000 "
IK1041," 15,000,000 "
IK1042," 15,000,000 "
IK1043," 15,000,000 "
IK1044," 15,000,000 "
IK1045," 15,000,000 "
IK1047," 15,000,000 "
IK1048," 15,000,000 "
IK1049," 15,000,000 "
IK1050," 15,000,000 "
IK1051," 15,000,000 "
IK1052," 15,000,000 "
IK1053," 15,000,000 "
IK1054," 15,000,000 "
IK1055," 15,000,000 "
IK1056," 15,000,000 "
IK1057," 15,000,000 "
IK1058," 15,000,000 "
IK1059," 15,000,000 "
IK1060," 15,000,000 "
IK1061," 15,000,000 "
IK1062," 15,000,000 "
IK1063," 15,000,000 "
IK1064," 15,000,000 "
IK1065," 15,000,000 "
IK1066," 15,000,000 "
IK1067," 15,000,000 "
IK1068," 15,000,000 "
IK1069," 15,000,000 "
IK1070," 15,000,000 "
IK1071," 15,000,000 "
IK1072," 15,000,000 "
IK1073," 15,000,000 "
IK1074," 15,000,000 "
IK1075," 15,000,000 "
IK1076," 15,000,000 "
IK1077," 15,000,000 "
IK1078," 15,000,000 "
IK1079," 15,000,000 "
IK1080," 15,000,000 "
IK1081," 15,000,000 "
IK1082," 15,000,000 "
IK1083," 15,000,000 "
IK1084," 15,000,000 "
IK1085," 15,000,000 "
IK1085-1," 15,000,000 "
IK1086," 15,000,000 "
IK1087," 15,000,000 "
IK1088," 15,000,000 "
IK1089," 15,000,000 "
IK1090," 15,000,000 "
IK1091," 15,000,000 "
IK1092," 15,000,000 "
IK1093," 15,000,000 "
IK1094," 15,000,000 "
IK1095," 15,000,000 "
IK1096," 15,000,000 "
IK1097," 15,000,000 "
IK1098," 15,000,000 "
IK1099," 15,000,000 "
IK1100," 15,000,000 "
IK1101," 15,000,000 "
IK1102," 15,000,000 "
IK1103," 15,000,000 "
IK1104," 15,000,000 "
IK1105," 15,000,000 "
IK1106," 15,000,000 "
IK1107," 15,000,000 "
IK1108," 15,000,000 "
IK1109," 15,000,000 "
IK1110," 15,000,000 "
IK1111," 15,000,000 "
IK1112," 15,000,000 "
IK1113," 15,000,000 "
IK1114," 15,000,000 "
IK1115," 15,000,000 "
IK1116," 15,000,000 "
IK1117," 15,000,000 "
IK1118," 15,000,000 "
IK1119," 15,000,000 "
IK1120," 15,000,000 "
IK1121," 15,000,000 "
IK1122," 15,000,000 "
IK1123," 15,000,000 "
IK1124," 15,000,000 "
IK1125," 15,000,000 "
IK1126," 15,000,000 "
IK1127," 15,000,000 "
IK1128," 15,000,000 "
IK1129," 15,000,000 "
IK1130," 15,000,000 "
IK1131," 15,000,000 "
IK1132," 15,000,000 "
IK1133," 15,000,000 "
IK1134," 15,000,000 "
IK1135," 15,000,000 "
IK1136," 15,000,000 "
IK1137," 15,000,000 "
IK1138," 15,000,000 "
IK1139," 15,000,000 "
IK1140," 15,000,000 "
IK1141," 15,000,000 "
IK1142," 15,000,000 "
IK1143," 15,000,000 "
IK1144," 15,000,000 "
IK1145," 15,000,000 "
IK1146," 15,000,000 "
IK1147," 15,000,000 "
IK1148," 15,000,000 "
IK1149," 15,000,000 "
IK1150," 15,000,000 "
IK1151," 15,000,000 "
IK1152," 15,000,000 "
IK1153," 15,000,000 "
IK1154," 15,000,000 "
IK1155," 15,000,000 "
IK1156," 15,000,000 "
IK1157," 15,000,000 "
IK1158," 15,000,000 "
IK1159," 15,000,000 "
IK1160," 15,000,000 "
IK1160-1," 15,000,000 "
IK1161," 15,000,000 "
IK1162," 15,000,000 "
IK1163," 15,000,000 "
IK1164," 15,000,000 "
IK1165," 15,000,000 "
IK1166," 15,000,000 "
IK1167," 15,000,000 "
IK1168," 15,000,000 "
IK1169," 15,000,000 "
IK1170," 15,000,000 "
IK1171," 15,000,000 "
IK1172," 15,000,000 "
IK1173," 15,000,000 "
IK1174," 15,000,000 "
IK1175," 15,000,000 "
IK1176," 15,000,000 "
IK1177," 15,000,000 "
IK1178," 15,000,000 "
IK1178-1," 15,000,000 "
IK1179," 15,000,000 "
IK1180," 15,000,000 "
IK1181," 15,000,000 "
IK1182," 15,000,000 "
IK1183," 15,000,000 "
IK1184," 15,000,000 "
IK1185," 15,000,000 "
IK1186," 15,000,000 "
IK1188," 15,000,000 "
IK1189," 15,000,000 "
IK1190," 15,000,000 "
IK1191," 15,000,000 "
IK1192," 15,000,000 "
IK1193," 15,000,000 "
IK1194," 15,000,000 "
IK1195," 15,000,000 "
IK1196," 15,000,000 "
IK1197," 15,000,000 "
IK1198," 15,000,000 "
IK1199," 15,000,000 "
IK1200," 15,000,000 "
IK1201," 15,000,000 "
IK1202," 15,000,000 "
IK1203," 15,000,000 "
IK1204," 15,000,000 "
IK1205," 15,000,000 "
IK1206," 15,000,000 "
IK1207," 15,000,000 "
IK1208," 15,000,000 "
IK1209," 15,000,000 "
IK1210," 15,000,000 "
IK1211," 15,000,000 "
IK1212," 15,000,000 "
IK1213," 15,000,000 "
IK1214," 15,000,000 "
IK1215," 15,000,000 "
IK1216," 15,000,000 "
IK1217," 15,000,000 "
IK1218," 15,000,000 "
IK1219," 15,000,000 "
IK1220," 15,000,000 "
IK1221," 15,000,000 "
IK1222," 15,000,000 "
IK1223," 15,000,000 "
IK1224," 15,000,000 "
IK1225," 15,000,000 "
IK1226," 15,000,000 "
IK1227," 15,000,000 "
IK1228," 15,000,000 "
IK1229," 15,000,000 "
IK1230," 15,000,000 "
IK1231," 15,000,000 "
IK1232," 15,000,000 "
IK1233," 15,000,000 "
IK1234," 15,000,000 "
IK1235," 15,000,000 "
IK1236," 15,000,000 "
IK1237," 15,000,000 "
IK1238," 15,000,000 "
IK1239," 15,000,000 "
IK1240," 15,000,000 "
IK1241," 15,000,000 "
IK1242," 15,000,000 "
IK1243," 15,000,000 "
IK1244," 15,000,000 "
IK1245," 15,000,000 "
IK1246," 15,000,000 "
IK1247," 15,000,000 "
IK1248," 15,000,000 "
IK1249," 15,000,000 "
IK1250," 15,000,000 "
IK1251," 40,000,000 "
IK1252," 40,000,000 "
IK1253," 40,000,000 "
IK1254," 40,000,000 "
IK1255," 40,000,000 "
IK1256," 40,000,000 "
IK1257," 40,000,000 "
IK1258," 40,000,000 "
IK1259," 40,000,000 "
IK1260," 40,000,000 "
IK1261," 40,000,000 "
IK1262," 40,000,000 "
IK1263," 40,000,000 "
IK1264," 40,000,000 "
IK1265," 40,000,000 "
IK1266," 40,000,000 "
IK1267," 40,000,000 "
IK1268," 40,000,000 "
IK1269," 40,000,000 "
IK1270," 40,000,000 "
IK1272," 40,000,000 "
IK1273," 40,000,000 "
IK1274," 40,000,000 "
IK1275," 40,000,000 "
IK1276," 40,000,000 "
IK1277," 40,000,000 "
IK1278," 40,000,000 "
IK1279," 40,000,000 "
IK1280," 40,000,000 "
IK1281," 40,000,000 "
IK1282," 40,000,000 "
IK1283," 40,000,000 "
IK1284," 40,000,000 "
IK1285," 40,000,000 "
IK1286," 40,000,000 "
IK1287," 40,000,000 "
IK1288," 40,000,000 "
IK1289," 40,000,000 "
IK1290," 40,000,000 "
IK1291," 40,000,000 "
IK1292," 40,000,000 "
IK1293," 40,000,000 "
IK1294," 40,000,000 "
IK1295," 40,000,000 "
IK1296," 40,000,000 "
IK1297," 40,000,000 "
IK1298," 40,000,000 "
IK1299," 40,000,000 "
IK1300," 40,000,000 "
IK1301," 40,000,000 "
IK1302," 40,000,000 "
IK1303," 40,000,000 "
IK1304," 40,000,000 "
IK1305," 40,000,000 "
IK1306," 40,000,000 "
IK1307," 40,000,000 "
IK1308," 40,000,000 "
IK1309," 40,000,000 "
IK1310," 40,000,000 "
IK1311," 40,000,000 "
IK1312," 40,000,000 "
IK1313," 40,000,000 "
IK1314," 40,000,000 "
IK1315," 40,000,000 "
IK1316," 40,000,000 "
IK1317," 40,000,000 "
IK1318," 40,000,000 "
IK1319," 40,000,000 "
IK1320," 40,000,000 "
IK1321," 40,000,000 "
IK1322," 40,000,000 "
IK1323," 40,000,000 "
IK1324," 40,000,000 "
IK1325," 40,000,000 "
IK1326," 40,000,000 "
IK1327," 40,000,000 "
IK1328," 40,000,000 "
IK1329," 40,000,000 "
IK1330," 40,000,000 "
IK1331," 40,000,000 "
IK1332," 40,000,000 "
IK1333," 40,000,000 "
IK1334," 40,000,000 "
IK1335," 40,000,000 "
IK1337," 40,000,000 "
IK1338," 40,000,000 "
IK1339," 40,000,000 "
IK1340," 40,000,000 "
IK1341," 40,000,000 "
IK1342," 40,000,000 "
IK1343," 40,000,000 "
IK1344," 40,000,000 "
IK1345," 40,000,000 "
IK1346," 40,000,000 "
IK1347," 40,000,000 "
IK1348," 40,000,000 "
IK1349," 40,000,000 "
IK1350," 40,000,000 "
IK1351," 40,000,000 "
IK1352," 40,000,000 "
IK1353," 40,000,000 "
IK1354," 40,000,000 "
IK1355," 40,000,000 "
IK1356," 40,000,000 "
IK1357," 40,000,000 "
IK1358," 40,000,000 "
IK1359," 40,000,000 "
IK1360," 40,000,000 "
IK1361," 40,000,000 "
IK1362," 40,000,000 "
IK1363," 40,000,000 "
IK1364," 40,000,000 "
IK1365," 40,000,000 "
IK1366," 40,000,000 "
IK1367," 40,000,000 "
IK1368," 40,000,000 "
IK1369," 40,000,000 "
IK1370," 40,000,000 "
IK1371," 40,000,000 "
IK1372," 40,000,000 "
IK1373," 40,000,000 "
IK1374," 40,000,000 "
IK1375," 40,000,000 "
IK1376," 40,000,000 "
IK1377," 40,000,000 "
IK1378," 40,000,000 "
IK1379," 40,000,000 "
IK1380," 40,000,000 "
IK1381," 40,000,000 "
IK1382," 40,000,000 "
IK1383," 40,000,000 "
IK1384," 40,000,000 "
IK1385," 40,000,000 "
IK1386," 40,000,000 "
IK1387," 40,000,000 "
IK1388," 40,000,000 "
IK1389," 40,000,000 "
IK1390," 40,000,000 "
IK1391," 40,000,000 "
IK1392," 40,000,000 "
IK1393," 40,000,000 "
IK1394," 40,000,000 "
IK1395," 40,000,000 "
IK1396," 40,000,000 "
IK1397," 40,000,000 "
IK1398," 40,000,000 "
IK1399," 40,000,000 "
IK1400," 40,000,000 "
IK1401," 40,000,000 "
IK1402," 40,000,000 "
IK1403," 40,000,000 "
IK1404," 40,000,000 "
IK1405," 40,000,000 "
IK1406," 40,000,000 "
IK1407," 40,000,000 "
IK1408," 40,000,000 "
IK1409," 40,000,000 "
IK1410," 40,000,000 "
IK1411," 40,000,000 "
IK1412," 40,000,000 "
IK1413," 40,000,000 "
IK1414," 40,000,000 "
IK1415," 40,000,000 "
IK1416," 40,000,000 "
IK1417," 40,000,000 "
IK1418," 40,000,000 "
IK1419," 40,000,000 "
IK1420," 40,000,000 "
IK1421," 40,000,000 "
IK1422," 40,000,000 "
IK1423," 40,000,000 "
IK1424," 40,000,000 "
IK1425," 40,000,000 "
IK1426," 40,000,000 "
IK1427," 40,000,000 "
IK1428," 40,000,000 "
IK1429," 40,000,000 "
IK1430," 40,000,000 "
IK1431," 40,000,000 "
IK1432," 40,000,000 "
IK1433," 40,000,000 "
IK1434," 40,000,000 "
IK1435," 40,000,000 "
IK1436," 40,000,000 "
IK1437," 40,000,000 "
IK1438," 40,000,000 "
IK1439," 40,000,000 "
IK1440," 40,000,000 "
IK1441," 40,000,000 "
IK1442," 40,000,000 "
IK1443," 40,000,000 "
IK1444," 40,000,000 "
IK1445," 40,000,000 "
IK1446," 40,000,000 "
IK1447," 40,000,000 "
IK1448," 40,000,000 "
IK1449," 40,000,000 "
IK1450," 40,000,000 "
IK1451," 40,000,000 "
IK1452," 40,000,000 "
IK1453," 40,000,000 "
IK1454," 40,000,000 "
IK1455," 40,000,000 "
IK1456," 40,000,000 "
IK1457," 40,000,000 "
IK1458," 40,000,000 "
IK1459," 40,000,000 "
IK1460," 40,000,000 "
IK1461," 40,000,000 "
IK1462," 40,000,000 "
IK1463," 40,000,000 "
IK1464," 40,000,000 "
IK1465," 40,000,000 "
IK1466," 40,000,000 "
IK1467," 40,000,000 "
IK1468," 40,000,000 "
IK1469," 40,000,000 "
IK1470," 40,000,000 "
IK1471," 40,000,000 "
IK1472," 40,000,000 "
IK1473," 40,000,000 "
IK1474," 40,000,000 "
IK1475," 40,000,000 "
IK1476," 40,000,000 "
IK1477," 40,000,000 "
IK1478," 40,000,000 "
IK1479," 40,000,000 "
IK1480," 40,000,000 "
IK1481," 40,000,000 "
IK1482," 40,000,000 "
IK1483," 40,000,000 "
IK1484," 40,000,000 "
IK1485," 40,000,000 "
IK1486," 40,000,000 "
IK1487," 40,000,000 "
IK1488," 40,000,000 "
IK1489," 40,000,000 "
IK1490," 40,000,000 "
IK1491," 40,000,000 "
IK1492," 40,000,000 "
IK1493," 40,000,000 "
IK1494," 40,000,000 "
IK1495," 40,000,000 "
IK1496," 40,000,000 "
IK1497," 40,000,000 "
IK1498," 40,000,000 "
IK1499," 40,000,000 "
IK1500," 40,000,000 "
IK1501," 40,000,000 "
IK1502," 40,000,000 "
IK1503," 40,000,000 "
IK1504," 40,000,000 "
IK1505," 40,000,000 "
IK1506," 40,000,000 "
IK1507," 40,000,000 "
IK1508," 40,000,000 "
IK1509," 40,000,000 "
IK1510," 40,000,000 "
IK1511," 40,000,000 "
IK1512," 40,000,000 "
IK1513," 40,000,000 "
IK1514," 40,000,000 "
IK1515," 40,000,000 "
IK1516," 40,000,000 "
IK1517," 40,000,000 "
IK1518," 40,000,000 "
IK1519," 40,000,000 "
IK1520," 40,000,000 "
IK1521," 40,000,000 "
IK1522," 40,000,000 "
IK1523," 40,000,000 "
IK1524," 40,000,000 "
IK1525," 40,000,000 "
IK1526," 40,000,000 "
IK1527," 40,000,000 "
IK1528," 40,000,000 "
IK1529," 40,000,000 "
IK1530," 40,000,000 "
IK1531," 40,000,000 "
IK1532," 40,000,000 "
IK1533," 40,000,000 "
IK1533-1," 40,000,000 "
IK1534," 40,000,000 "
IK1535," 40,000,000 "
IK1536," 40,000,000 "
IK1537," 40,000,000 "
IK1538," 40,000,000 "
IK1539," 40,000,000 "
IK1540," 40,000,000 "
IK1541," 40,000,000 "
IK1542," 40,000,000 "
IK1543," 40,000,000 "
IK1544," 40,000,000 "
IK1545," 40,000,000 "
IK1546," 40,000,000 "
IK1547," 40,000,000 "
IK1548," 40,000,000 "
IK1549," 40,000,000 "
IK1550," 40,000,000 "
IK1551," 40,000,000 "
IK1552," 40,000,000 "
IK1553," 40,000,000 "
IK1554," 40,000,000 "
IK1555," 40,000,000 "
IK1556," 40,000,000 "
IK1557," 40,000,000 "
IK1558," 40,000,000 "
IK1559," 40,000,000 "
IK1560," 40,000,000 "
IK1561," 40,000,000 "
IK1562," 40,000,000 "
IK1563," 40,000,000 "
IK1564," 40,000,000 "
IK1565," 40,000,000 "
IK1566," 40,000,000 "
IK1567," 40,000,000 "
IK1568," 40,000,000 "
IK1569," 40,000,000 "
IK1570," 40,000,000 "
IK1571," 40,000,000 "
IK1572," 40,000,000 "
IK1573," 40,000,000 "
IK1574," 40,000,000 "
IK1575," 40,000,000 "
IK1576," 40,000,000 "
IK1577," 40,000,000 "
IK1578," 40,000,000 "
IK1579," 40,000,000 "
IK1580," 40,000,000 "
IK1581," 40,000,000 "
IK1582," 40,000,000 "
IK1583," 40,000,000 "
IK1584," 40,000,000 "
IK1585," 40,000,000 "
IK1586," 40,000,000 "
IK1587," 40,000,000 "
IK1588," 40,000,000 "
IK1589," 40,000,000 "
IK1590," 40,000,000 "
IK1591," 40,000,000 "
IK1592," 40,000,000 "
IK1593," 40,000,000 "
IK1594," 40,000,000 "
IK1595," 40,000,000 "
IK1596," 40,000,000 "
IK1597," 40,000,000 "
IK1598," 40,000,000 "
IK1599," 40,000,000 "
IK1600," 40,000,000 "
IK1601," 40,000,000 "
IK1602," 40,000,000 "
IK1603," 40,000,000 "
IK1604," 40,000,000 "
IK1605," 40,000,000 "
IK1606," 40,000,000 "
IK1607," 40,000,000 "
IK1608," 40,000,000 "
IK1609," 40,000,000 "
IK1610," 40,000,000 "
IK1611," 40,000,000 "
IK1612," 40,000,000 "
IK1613," 40,000,000 "
IK1614," 40,000,000 "
IK1615," 40,000,000 "
IK1616," 40,000,000 "
IK1617," 30,000,000 "
IK1618," 30,000,000 "
IK1619," 30,000,000 "
IK1620," 30,000,000 "
IK1621," 30,000,000 "
IK1622," 30,000,000 "
IK1623," 30,000,000 "
IK1624," 30,000,000 "
IK1625," 30,000,000 "
IK1626," 30,000,000 "
IK1627," 30,000,000 "
IK1628," 30,000,000 "
IK1629," 30,000,000 "
IK1630," 30,000,000 "
IK1631," 30,000,000 "
IK1632," 30,000,000 "
IK1633," 30,000,000 "
IK1634," 30,000,000 "
IK1635," 30,000,000 "
IK1636," 30,000,000 "
IK1637," 30,000,000 "
IK1638," 30,000,000 "
IK1639," 30,000,000 "
IK1640," 30,000,000 "
IK1640-1," 30,000,000 "
IK1641," 30,000,000 "
IK1642," 30,000,000 "
IK1643," 30,000,000 "
