IK0703,12.4000,0.0031
IK0704,22.4500,0.0055
IK0705,5.7200,0.0014
IK0706,8.1400,0.0020
IK0707,13.7900,0.0034
IK0708,8.5700,0.0021
IK0709,12.5800,0.0031
IK0710,15.2400,0.0038
IK0711,15.8200,0.0039
IK0712,37.1200,0.0092
IK0713,27.6500,0.0068
IK0714,22.6000,0.0056
IK0715,,0.0000
IK0716,,0.0000
IK0717,,0.0000
IK0718,78.2300,0.0193
IK0719,39.7800,0.0098
IK0720,19.4700,0.0048
IK0721,20.2900,0.0050
IK0722,32.8900,0.0081
IK0723,23.3500,0.0058
IK0724,20.4200,0.0050
IK0725,31.3100,0.0077
IK0726,22.4600,0.0055
IK0727,19.6100,0.0048
IK0728,34.9300,0.0086
IK0729,30.1600,0.0075
IK0730,16.6000,0.0041
IK0731,14.9300,0.0037
IK0732,17.6900,0.0044
IK0733,32.0800,0.0079
IK0734,29.9600,0.0074
IK0735,20.1700,0.0050
IK0736,16.0500,0.0040
IK0737,20.0600,0.0050
IK0738,20.0800,0.0050
IK0739,33.5400,0.0083
IK0740,27.3400,0.0068
IK0741,15.0900,0.0037
IK0742,20.8100,0.0051
IK0743,26.1300,0.0065
IK0744,17.2000,0.0043
IK0745,19.5200,0.0048
IK0746,187.7000,0.0464
IK0747,20.8700,0.0052
IK0748,14.6400,0.0036
IK0749,21.4900,0.0053
IK0750,27.7900,0.0069
IK0751,29.3600,0.0073
IK0752,22.9700,0.0057
IK0753,21.2900,0.0053
IK0754,82.4600,0.0204
IK0755,30.1400,0.0074
IK0756,20.6400,0.0051
IK0757,23.9800,0.0059
IK0758,33.1500,0.0082
IK0759,108.6700,0.0269
IK0760,70.8300,0.0175
IK0761,32.0300,0.0079
IK0762,15.1200,0.0037
IK0763,17.2900,0.0043
IK0764,11.4600,0.0028
IK0765,29.4700,0.0073
IK0766,38.3800,0.0095
IK0767,11.1800,0.0028
IK0768,60.0600,0.0148
IK0769,19.9300,0.0049
IK0770,17.7800,0.0044
IK0771,19.1600,0.0047
IK0772,23.7900,0.0059
IK0773,98.9700,0.0245
IK0774,23.5200,0.0058
IK0775,34.8300,0.0086
IK0776,15.4500,0.0038
IK0777,32.2100,0.0080
IK0778,41.6100,0.0103
IK0779,20.2700,0.0050
IK0780,20.2400,0.0050
IK0781,14.4000,0.0036
IK0782,21.9200,0.0054
IK0783,10.9200,0.0027
IK0784,8.7000,0.0021
IK0785,98.7700,0.0244
IK0786,506.7400,0.1252
IK0787,27.3900,0.0068
IK0788,27.3900,0.0068
IK0789,39.5600,0.0098
IK0790,27.2100,0.0067
IK0791,11.1400,0.0028
IK0792,16.7500,0.0041
IK0793,81.6200,0.0202
IK0794,40.1500,0.0099
IK0795,28.5500,0.0071
IK0796,16.6600,0.0041
IK0797,39.7900,0.0098
IK0798,32.9500,0.0081
IK0799,46.1400,0.0114
IK0800,69.6300,0.0172
IK0801,19.7600,0.0049
IK0802,34.1600,0.0084
IK0803,60.2900,0.0149
IK0804,33.9800,0.0084
IK0805,21.8500,0.0054
IK0806,12.0700,0.0030
IK0807,22.7600,0.0056
IK0808,23.2100,0.0057
