pap_ref,total_take,rate_per_acre,land_interest,tenure
DOH0692,0.0648,6000000,10,TENANT
DOH0693,0.0565,6000000,10,TENANT
DOH0694,0.096,6000000,10,TENANT
DOH0695,0.053,6000000,10,TENANT
DOH0696,0.0614,6000000,10,TENANT
DOH0697,0.12,6000000,100,CUSTOMARY
DOH0698,0.0616,8000000,90,LEASEHOLD
DOH0699,0.0616,8000000,10,TENANT
DOH0700,0.0628,6000000,100,CUSTOMARY
DOH0701,0.0575,8000000,90,LEASEHOLD
DOH0702,0.0575,8000000,10,TENANT
DOH0703,0.1345,6000000,100,CUSTOMARY
DOH0704,0.0703,6000000,100,CUSTOMARY
DOH0705,1.9719,8000000,90,LEASEHOLD
DOH0706,0.0693,8000000,10,TENANT
DOH0707,0.0711,8000000,10,TENANT
DOH0708,0.0673,8000000,10,TENANT
DOH0709,0.1334,8000000,10,TENANT
DOH0710,0.005,8000000,10,TENANT
DOH0711,0.0728,8000000,10,TENANT
DOH0712,0.07,8000000,10,TENANT
DOH0713,0.0708,8000000,10,TENANT
DOH0714,0.1372,8000000,10,TENANT
DOH0715,0.1478,8000000,10,TENANT
DOH0716,0.0688,8000000,10,TENANT
DOH0717,0.111,8000000,10,TENANT
DOH0718,0.0054,8000000,10,TENANT
DOH0719,0.0211,8000000,10,TENANT
DOH0720,0.1401,8000000,10,TENANT
DOH0721,0.1448,8000000,10,TENANT
DOH0722,0.0682,8000000,10,TENANT
DOH0723,0.0701,8000000,10,TENANT
DOH0724,0.0718,8000000,10,TENANT
DOH0725,0.0673,8000000,10,TENANT
DOH0726,0.0686,8000000,10,TENANT
DOH0727,0.0102,8000000,10,TENANT
DOH0728,0.0525,8000000,10,TENANT
DOH0729,0.0767,8000000,10,TENANT
DOH0730,0.0681,8000000,10,TENANT
DOH0731,0.0826,8000000,10,TENANT
DOH0732,0.3636,6000000,100,CUSTOMARY
DOH0733,0.0046,8000000,90,LEASEHOLD
DOH0734,0.0046,8000000,10,TENANT
DOH0735,0.0046,6000000,100,CUSTOMARY
DOH0736,0.0879,6000000,90,CUSTOMARY
DOH0737,0.0879,6000000,10,TENANT
DOH0738,0.0161,6000000,100,CUSTOMARY
DOH0739,0.3051,6000000,90,CUSTOMARY
DOH0740,0.3051,6000000,10,TENANT
DOH0741,0.4655,6000000,100,CUSTOMARY
DOH0742,0.7034,6000000,100,CUSTOMARY
DOH0743,0.6802,6000000,100,CUSTOMARY
DOH0744,0.684,6000000,100,CUSTOMARY
DOH0745,0.6877,6000000,100,CUSTOMARY
DOH0746,0.5527,6000000,100,CUSTOMARY
DOH0747,0.8717,8000000,100,LEASEHOLD
DOH0748,7.5932,8000000,90,LEASEHOLD
DOH0749,0.3723,8000000,10,TENANT
DOH0750,0.0358,8000000,10,TENANT
DOH0751,0.1792,8000000,10,TENANT
DOH0752,0.3552,8000000,10,TENANT
DOH0753,0.0542,8000000,10,TENANT
DOH0754,0.496,8000000,10,TENANT
DOH0755,0.7015,8000000,10,TENANT
DOH0756,0.0216,8000000,10,TENANT
DOH0757,0.7067,8000000,10,TENANT
DOH0758,0.3382,8000000,10,TENANT
DOH0759,0.3754,8000000,10,TENANT
DOH0760,0.4661,8000000,10,TENANT
DOH0761,0.245,8000000,10,TENANT
DOH0762,0.1544,8000000,10,TENANT
DOH0763,0.5307,8000000,10,TENANT
DOH0764,0.0854,8000000,10,TENANT
DOH0765,0.5946,8000000,10,TENANT
DOH0766,0.658,8000000,10,TENANT
DOH0767,0.029,8000000,10,TENANT
DOH0768,0.196,8000000,10,TENANT
DOH0769,0.4953,8000000,10,TENANT
DOH0770,0.3275,8000000,10,TENANT
DOH0771,0.1749,8000000,10,TENANT
DOH0772,0.1325,6000000,100,CUSTOMARY
DOH0773,0.2094,6000000,100,CUSTOMARY
DOH0774,0.0518,6000000,100,CUSTOMARY
DOH0775,0.4058,6000000,100,CUSTOMARY
DOH0776,0.3715,6000000,90,CUSTOMARY
DOH0777,0.2218,6000000,10,TENANT
DOH0778,0.1497,6000000,10,TENANT
DOH0779,0.0509,6000000,100,CUSTOMARY
DOH0780,0.0578,6000000,90,CUSTOMARY
DOH0781,0.0578,6000000,10,TENANT
DOH0782,0.0571,6000000,90,CUSTOMARY
DOH0783,0.0571,6000000,10,TENANT
DOH0784,0.3345,6000000,90,CUSTOMARY
DOH0785,0.3345,6000000,10,TENANT
DOH0786,0.1726,6000000,100,CUSTOMARY
DOH0787,0.0493,6000000,100,CUSTOMARY
DOH0788,0.0504,6000000,100,CUSTOMARY
DOH0789,0.1166,6000000,90,CUSTOMARY
DOH0790,0.1166,6000000,10,TENANT
DOH0791,0.0579,6000000,100,CUSTOMARY
DOH0792,0.0244,6000000,100,CUSTOMARY
DOH0793,0.3896,6000000,90,CUSTOMARY
DOH0794,0.3896,6000000,10,TENANT
DOH0795,0.1134,6000000,100,CUSTOMARY
DOH0796,0.372,6000000,100,CUSTOMARY
DOH0797,1.0214,6000000,90,CUSTOMARY
DOH0798,1.0214,6000000,10,TENANT
DOH0799,0.0054,6000000,100,CUSTOMARY
DOH0800,0.07,6000000,90,CUSTOMARY
DOH0801,0.07,6000000,10,TENANT
DOH0802,0.0885,6000000,100,CUSTOMARY
DOH0803,0.1282,6000000,90,CUSTOMARY
DOH0804,0.1282,6000000,10,TENANT
DOH0805,0.1037,6000000,100,CUSTOMARY
DOH0806,0.4517,6000000,90,CUSTOMARY
DOH0807,0.4517,6000000,10,TENANT
DOH0808,0.2124,6000000,100,CUSTOMARY
DOH0809,0.3334,6000000,90,CUSTOMARY
DOH0810,0.3334,6000000,10,TENANT
DOH0811,0.0129,6000000,90,CUSTOMARY
DOH0812,0.0129,6000000,10,TENANT
DOH0813,0.0069,6000000,90,CUSTOMARY
DOH0814,0.0069,6000000,10,TENANT
DOH0815,0.017,6000000,90,CUSTOMARY
DOH0816,0.017,6000000,10,TENANT
DOH0817,0.0057,6000000,100,CUSTOMARY
DOH0818,0.0983,6000000,90,CUSTOMARY
DOH0819,0.0983,6000000,10,TENANT
DOH0820,0.3014,6000000,100,CUSTOMARY
DOH0821,0.3554,6000000,100,CUSTOMARY
DOH0822,0.0013,6000000,100,CUSTOMARY
DOH0823,0.0496,6000000,100,CUSTOMARY
DOH0824,0.6379,6000000,100,CUSTOMARY
DOH0825,0.579,6000000,100,CUSTOMARY
DOH0826,0.2434,6000000,100,CUSTOMARY
DOH0827,0.3358,6000000,90,CUSTOMARY
DOH0828,0.3358,6000000,10,TENANT
DOH0829,0.1916,6000000,100,CUSTOMARY
DOH0830,0.1883,6000000,100,CUSTOMARY
DOH0831,0.3269,6000000,100,CUSTOMARY
DOH0832,0.1989,6000000,100,CUSTOMARY
DOH0833,0.1245,6000000,100,CUSTOMARY
DOH0834,0.0313,6000000,90,CUSTOMARY
DOH0835,0.0313,6000000,10,TENANT
DOH0836,0.4195,6000000,90,CUSTOMARY
DOH0837,0.4195,6000000,10,TENANT
DOH0838,0.072,6000000,90,CUSTOMARY
DOH0839,0.072,6000000,10,TENANT
DOH0840,0.1274,6000000,100,CUSTOMARY
DOH0841,0.1145,6000000,100,CUSTOMARY
DOH0842,0.0024,6000000,100,CUSTOMARY
DOH0843,0.2566,6000000,90,CUSTOMARY
DOH0844,0.2566,6000000,10,TENANT
DOH0845,1.3755,6000000,100,CUSTOMARY
DOH0846,0.0128,6000000,100,CUSTOMARY
DOH0847,0.4014,6000000,100,CUSTOMARY
DOH0848,0.6167,6000000,90,CUSTOMARY
DOH0849,0.0216,6000000,10,TENANT
DOH0850,0.1884,6000000,10,TENANT
DOH0851,0.4066,6000000,10,TENANT
DOH0852,0.3195,6000000,90,CUSTOMARY
DOH0853,0.213,6000000,10,TENANT
DOH0854,0.015,6000000,100,CUSTOMARY
DOH0855,0.1806,6000000,90,CUSTOMARY
DOH0856,0.1806,6000000,10,TENANT
DOH0857,0.4676,6000000,90,CUSTOMARY
DOH0858,0.4676,6000000,10,TENANT
DOH0859,0.2001,6000000,100,CUSTOMARY
DOH0860,0.349,6000000,100,CUSTOMARY
DOH0861,0.2353,6000000,100,CUSTOMARY
DOH0862,0.3219,6000000,90,CUSTOMARY
DOH0863,0.3219,6000000,10,TENANT
DOH0864,0.0525,6000000,100,CUSTOMARY
DOH0865,0.1509,6000000,100,CUSTOMARY
DOH0866,0.005,6000000,100,CUSTOMARY
DOH0867,0.0641,6000000,90,CUSTOMARY
DOH0868,0.0641,6000000,10,TENANT
DOH0869,0.5269,6000000,100,CUSTOMARY
DOH0870,0.1504,6000000,100,CUSTOMARY
DOH0871,0.9043,6000000,100,CUSTOMARY
DOH0872,0.5502,6000000,90,CUSTOMARY
DOH0873,0.5502,6000000,10,TENANT
DOH0874,0.0111,6000000,100,CUSTOMARY
DOH0875,0.2537,6000000,100,CUSTOMARY
DOH0876,0.2549,6000000,100,CUSTOMARY
DOH0877,0.0304,6000000,90,CUSTOMARY
DOH0878,0.0304,6000000,10,TENANT
DOH0879,0.16,6000000,100,CUSTOMARY
DOH0880,0.0772,6000000,100,CUSTOMARY
DOH0881,0.1023,6000000,100,CUSTOMARY
DOH0882,0.334,6000000,100,CUSTOMARY
DOH0883,0.7595,6000000,100,CUSTOMARY
DOH0884,0.126,6000000,100,CUSTOMARY
DOH0885,0.2233,6000000,100,CUSTOMARY
DOH0886,0.078,6000000,100,CUSTOMARY
DOH0887,0.0709,6000000,100,CUSTOMARY
DOH0888,0.8496,6000000,100,CUSTOMARY
DOH0889,0.0107,6000000,100,CUSTOMARY
DOH0890,0.0482,6000000,100,CUSTOMARY
DOH0891,0.0702,6000000,100,CUSTOMARY
DOH0892,0.0055,6000000,100,CUSTOMARY
DOH0893,0.0194,6000000,90,CUSTOMARY
DOH0894,0.0194,6000000,10,TENANT
DOH0895,0.0273,6000000,90,CUSTOMARY
DOH0896,0.0273,6000000,10,TENANT
DOH0897,0.0244,6000000,90,CUSTOMARY
DOH0898,0.0244,6000000,10,TENANT
DOH0899,0.0192,6000000,90,CUSTOMARY
DOH0900,0.0192,6000000,10,TENANT
DOH0901,0.0269,6000000,90,CUSTOMARY
DOH0902,0.0269,6000000,10,TENANT
DOH0903,0.1027,6000000,90,CUSTOMARY
DOH0904,0.1027,6000000,10,TENANT
DOH0905,0.0609,6000000,90,CUSTOMARY
DOH0906,0.0609,6000000,10,TENANT
DOH0907,0.0329,6000000,100,CUSTOMARY
DOH0908,0.1156,6000000,90,CUSTOMARY
DOH0909,0.1156,6000000,10,TENANT
DOH0910,0.1044,6000000,90,CUSTOMARY
DOH0911,0.1044,6000000,10,TENANT
DOH0912,0.1134,6000000,90,CUSTOMARY
DOH0913,0.1134,6000000,10,TENANT
DOH0914,0.1845,6000000,100,CUSTOMARY
DOH0915,0.1022,6000000,100,CUSTOMARY
DOH0916,0.0638,6000000,90,CUSTOMARY
DOH0917,0.0638,6000000,10,TENANT
DOH0918,0.0227,6000000,90,CUSTOMARY
DOH0919,0.0227,6000000,10,TENANT
DOH0920,0.0075,6000000,100,CUSTOMARY
DOH0921,0.1233,6000000,100,CUSTOMARY
DOH0922,0.0405,6000000,100,CUSTOMARY
DOH0923,0.2688,6000000,100,CUSTOMARY
DOH0924,0.0289,6000000,100,CUSTOMARY
DOH0925,0.0224,6000000,100,CUSTOMARY
DOH0926,0.0376,6000000,100,CUSTOMARY
DOH0927,0.029,6000000,100,CUSTOMARY
DOH0928,0.0311,6000000,100,CUSTOMARY
DOH0929,0.0487,6000000,100,CUSTOMARY
DOH0930,0.0587,6000000,100,CUSTOMARY
DOH0931,0.0523,6000000,100,CUSTOMARY
DOH0932,0.0363,6000000,100,CUSTOMARY
DOH0933,0.0764,6000000,90,CUSTOMARY
DOH0934,0.0764,6000000,10,TENANT
DOH0935,0.0681,6000000,90,CUSTOMARY
DOH0936,0.0681,6000000,10,TENANT
DOH0937,0.0798,6000000,90,CUSTOMARY
DOH0938,0.0798,6000000,10,TENANT
DOH0939,0.0202,6000000,90,CUSTOMARY
DOH0940,0.0202,6000000,10,TENANT
DOH0941,0.039,6000000,100,CUSTOMARY
DOH0942,0.0443,6000000,90,CUSTOMARY
DOH0943,0.0443,6000000,10,TENANT
DOH0944,0.0203,6000000,90,CUSTOMARY
DOH0945,0.0203,6000000,10,TENANT
DOH0946,0.1088,6000000,100,CUSTOMARY
DOH0947,5.2423,8000000,90,LEASEHOLD
DOH0948,0.044,8000000,10,TENANT
DOH0949,0.1295,8000000,10,TENANT
DOH0950,0.3374,8000000,10,TENANT
DOH0951,0.0824,8000000,10,TENANT
DOH0952,0.2546,8000000,10,TENANT
DOH0953,0.3126,8000000,10,TENANT
DOH0954,0.0345,8000000,10,TENANT
DOH0955,0.2823,8000000,10,TENANT
DOH0956,0.2823,8000000,10,TENANT
DOH0957,0.1665,8000000,10,TENANT
DOH0958,0.179,8000000,10,TENANT
DOH0959,0.2965,8000000,10,TENANT
DOH0960,0.0535,8000000,10,TENANT
DOH0961,0.3609,8000000,10,TENANT
DOH0962,0.5164,8000000,10,TENANT
DOH0963,0.009,8000000,10,TENANT
DOH0964,0.0936,8000000,10,TENANT
DOH0965,0.2636,8000000,10,TENANT
DOH0966,0.1959,8000000,10,TENANT
DOH0967,0.1521,8000000,10,TENANT
DOH0968,0.3187,8000000,10,TENANT
DOH0969,0.038,8000000,10,TENANT
DOH0970,0.3466,8000000,10,TENANT
DOH0971,0.3514,8000000,10,TENANT
DOH0972,0.1411,8000000,10,TENANT
DOH0973,0.2215,8000000,100,LEASEHOLD
DOH0974,0.4478,6000000,100,CUSTOMARY
DOH0975,0.173,6000000,90,CUSTOMARY
DOH0976,0.173,6000000,10,TENANT
DOH0977,0.0621,6000000,90,CUSTOMARY
DOH0978,0.0621,6000000,10,TENANT
DOH0979,0.149,6000000,100,CUSTOMARY
DOH0980,0.1092,6000000,100,CUSTOMARY
DOH0981,0.1414,6000000,100,CUSTOMARY
DOH0982,0.0436,6000000,100,CUSTOMARY
DOH0983,0.1158,6000000,100,CUSTOMARY
DOH0984,0.2214,6000000,100,CUSTOMARY
DOH0985,0.0467,6000000,90,CUSTOMARY
DOH0986,0.0467,6000000,10,TENANT
DOH0987,0.1769,6000000,100,CUSTOMARY
DOH0988,0.095,6000000,100,CUSTOMARY
DOH0989,0.0848,6000000,100,CUSTOMARY
DOH0990,0.0706,6000000,100,CUSTOMARY
DOH0991,0.0159,6000000,100,CUSTOMARY
DOH0992,0.8567,6000000,90,CUSTOMARY
DOH0993,0.1748,6000000,10,TENANT
DOH0994,0.2405,6000000,10,TENANT
DOH0995,0.1057,6000000,10,TENANT
DOH0996,0.3357,6000000,10,TENANT
DOH0997,0.0173,6000000,90,CUSTOMARY
DOH0998,0.0173,6000000,10,TENANT
DOH0999,0.4623,6000000,90,CUSTOMARY
DOH1000,0.145,6000000,10,TENANT
DOH1001,0.0213,6000000,10,TENANT
DOH1002,0.1699,6000000,10,TENANT
DOH1003,0.0026,6000000,10,TENANT
DOH1004,0.1236,6000000,10,TENANT
DOH1005,0.1414,6000000,100,CUSTOMARY
DOH1006,0.0927,6000000,90,CUSTOMARY
DOH1007,0.0927,6000000,10,TENANT
DOH1008,0.0973,6000000,90,CUSTOMARY
DOH1009,0.0973,6000000,10,TENANT
DOH1010,0.1129,6000000,100,CUSTOMARY
DOH1011,0.1949,6000000,90,CUSTOMARY
DOH1012,0.1949,6000000,10,TENANT
DOH1013,0.2159,6000000,90,CUSTOMARY
DOH1014,0.0445,6000000,10,TENANT
DOH1015,0.0372,6000000,10,TENANT
DOH1016,0.1343,6000000,10,TENANT
DOH1017,0.2031,6000000,90,CUSTOMARY
DOH1018,0.2031,6000000,10,TENANT
DOH1019,0.1079,6000000,100,CUSTOMARY
DOH1020,0.1294,6000000,100,CUSTOMARY
DOH1021,0.1678,6000000,100,CUSTOMARY
DOH1022,0.0606,6000000,100,CUSTOMARY
DOH1023,0.095,6000000,90,CUSTOMARY
DOH1024,0.095,6000000,10,TENANT
DOH1025,0.1145,6000000,90,CUSTOMARY
DOH1026,0.1145,6000000,10,TENANT
DOH1027,0.2074,6000000,90,CUSTOMARY
DOH1028,0.0855,6000000,10,TENANT
DOH1029,0.1218,6000000,10,TENANT
DOH1030,0.2692,6000000,90,CUSTOMARY
DOH1031,0.2692,6000000,10,TENANT
DOH1032,0.2627,6000000,90,CUSTOMARY
DOH1033,0.2627,6000000,10,TENANT
DOH1034,0.0956,6000000,90,CUSTOMARY
DOH1035,0.0956,6000000,10,TENANT
DOH1036,0.0398,6000000,90,CUSTOMARY
DOH1037,0.0398,6000000,10,TENANT
DOH1038,0.053,6000000,90,CUSTOMARY
DOH1039,0.053,6000000,10,TENANT
DOH1040,0.0616,6000000,90,CUSTOMARY
DOH1041,0.0616,6000000,10,TENANT
DOH1042,0.0778,6000000,90,CUSTOMARY
DOH1043,0.0778,6000000,10,TENANT
DOH1044,0.0881,6000000,90,CUSTOMARY
DOH1045,0.0881,6000000,10,TENANT
DOH1046,0.0189,6000000,100,CUSTOMARY
DOH1047,0.1125,6000000,90,CUSTOMARY
DOH1048,0.1125,6000000,10,TENANT
DOH1049,0.0621,6000000,90,CUSTOMARY
DOH1050,0.0621,6000000,10,TENANT
DOH1051,0.017,6000000,100,CUSTOMARY
DOH1052,0.1111,6000000,100,CUSTOMARY
DOH1053,0.1468,6000000,100,CUSTOMARY
DOH1054,0.0719,6000000,100,CUSTOMARY
DOH1055,0.6631,6000000,100,CUSTOMARY
DOH1056,0.023,6000000,90,CUSTOMARY
DOH1057,0.023,6000000,10,TENANT
DOH1058,0.071,6000000,90,CUSTOMARY
DOH1059,0.071,6000000,10,TENANT
DOH1060,0.0039,6000000,100,CUSTOMARY
DOH1061,0.4926,6000000,100,CUSTOMARY
DOH1062,0.491,6000000,100,CUSTOMARY
DOH1063,0.8797,8000000,90,LEASEHOLD
DOH1064,0.0889,8000000,10,TENANT
DOH1065,0.194,8000000,10,TENANT
DOH1066,0.0845,8000000,10,TENANT
DOH1067,0.0719,8000000,10,TENANT
DOH1068,0.0794,8000000,10,TENANT
DOH1069,0.0762,8000000,10,TENANT
DOH1070,0.0674,8000000,10,TENANT
DOH1071,0.0578,8000000,10,TENANT
DOH1072,0.153,8000000,10,TENANT
DOH1073,0.0064,8000000,10,TENANT
DOH1074,0.2638,6000000,100,CUSTOMARY
DOH1075,0.2643,6000000,90,CUSTOMARY
DOH1076,0.2643,6000000,10,TENANT
DOH1077,0.2843,6000000,100,CUSTOMARY
DOH1078,0.1066,6000000,100,CUSTOMARY
DOH1079,0.6095,6000000,90,CUSTOMARY
DOH1080,0.1601,6000000,10,TENANT
DOH1081,0.1069,6000000,10,TENANT
DOH1082,0.0099,6000000,10,TENANT
DOH1083,0.0684,6000000,10,TENANT
DOH1084,0.096,6000000,10,TENANT
DOH1085,0.1682,6000000,10,TENANT
DOH1086,0.0184,6000000,90,CUSTOMARY
DOH1087,0.0184,6000000,10,TENANT
DOH1088,0.0671,6000000,90,CUSTOMARY
DOH1089,0.0671,6000000,10,TENANT
DOH1090,0.0712,6000000,100,CUSTOMARY
DOH1091,0.9098,6000000,90,CUSTOMARY
DOH1092,0.0677,6000000,10,TENANT
DOH1093,0.0726,6000000,10,TENANT
DOH1094,0.2108,6000000,10,TENANT
DOH1095,0.2108,6000000,10,TENANT
DOH1096,0.069,6000000,10,TENANT
DOH1097,0.0696,6000000,10,TENANT
DOH1098,0.0703,6000000,10,TENANT
DOH1099,0.139,6000000,10,TENANT
DOH1100,0.139,6000000,100,CUSTOMARY
DOH1101,0.4778,6000000,90,CUSTOMARY
DOH1102,0.4778,6000000,10,TENANT
DOH1104,0.3056,6000000,100,CUSTOMARY
DOH1105,0.2957,6000000,100,CUSTOMARY
DOH1106,1.8219,8000000,90,LEASEHOLD
DOH1107,0.0058,8000000,10,TENANT
DOH1108,0.0532,8000000,10,TENANT
DOH1109,0.068,8000000,10,TENANT
DOH1110,0.0688,8000000,10,TENANT
DOH1111,0.0712,8000000,10,TENANT
DOH1112,0.1112,8000000,10,TENANT
DOH1113,0.0874,8000000,10,TENANT
DOH1114,0.1574,8000000,10,TENANT
DOH1115,0.0781,8000000,10,TENANT
DOH1116,0.0785,8000000,10,TENANT
DOH1117,0.0513,8000000,10,TENANT
DOH1118,0.0179,8000000,10,TENANT
DOH1119,0.0206,8000000,10,TENANT
DOH1120,0.1524,8000000,10,TENANT
DOH1121,0,8000000,10,TENANT
DOH1122,0.0868,8000000,10,TENANT
DOH1123,0.0869,8000000,10,TENANT
DOH1124,0.0901,8000000,10,TENANT
DOH1125,0.0822,8000000,10,TENANT
DOH1126,0.0838,8000000,10,TENANT
DOH1127,0.0687,8000000,10,TENANT
DOH1128,0.1034,8000000,10,TENANT
DOH1129,0.0924,8000000,10,TENANT
DOH1130,0.001,8000000,10,TENANT
DOH1131,0.0499,8000000,10,TENANT
DOH1132,0.0287,8000000,10,TENANT
DOH1133,0.0263,8000000,10,TENANT
DOH1134,0.2728,6000000,100,CUSTOMARY
DOH1135,0.0001,6000000,100,CUSTOMARY
DOH1136,0.0738,6000000,100,CUSTOMARY
DOH1137,0.0616,6000000,100,CUSTOMARY
